,Twitter_ID,label1,label2,label3
0,1373157484416937985,0,0,0
1,1362460290189787136,0,0,0
2,1303275650078461952,1,0,0
3,1240148203632295942,0,0,0
4,1322068216101838849,0,0,1
5,1243535248215834624,1,0,0
6,1466866570991443973,1,0,1
7,1448736681314557952,0,0,0
8,1285674769032126464,0,0,0
9,1392523429312491523,1,0,0
10,1251167292265836544,0,0,0
11,1269966128270499841,1,0,0
12,1366468419240030209,1,0,0
13,1293880062027206669,0,0,0
14,1396888792401944582,1,0,0
15,1243291248728903682,0,1,0
16,1241784533646602241,0,0,0
17,1256252154970550274,0,0,0
18,1257230998997291009,1,0,0
19,1302691030660075520,1,0,1
20,1257539437539373057,0,0,0
21,1354068836736245763,1,1,1
22,1321072218344955909,1,0,0
23,1317012520432029697,0,0,0
24,1290922664362676224,0,0,0
25,1462752770012897292,1,0,0
26,1412054258988597251,0,0,0
27,1254467634118168576,0,0,0
28,1292573522104131585,1,0,0
29,1262658760474009600,1,0,0
30,1355154337635454976,0,0,0
31,1311548533430910978,1,1,1
32,1400414551762477057,1,0,0
33,1407289412162134018,0,0,0
34,1250557743485853700,0,0,0
35,1275825517539794947,0,0,0
36,1246082084289957888,0,0,0
37,1354435458760138752,0,1,1
38,1259439355061395456,1,0,0
39,1305380130626428928,1,0,0
40,1235316586657046528,1,0,0
41,1296690263063252992,0,0,0
42,1237320862551900160,0,0,0
43,1233398746194567173,1,0,1
44,1308839079732293632,0,0,0
45,1302720735916556289,0,0,0
46,1273147637206835204,0,0,0
47,1351369534922346497,1,0,0
48,1239159610092793856,1,0,1
49,1241122589587771393,0,0,0
50,1382743074393223175,0,0,0
51,1402996671529684995,0,0,0
52,1337257567110766594,1,0,1
53,1240580714363531266,0,0,0
54,1291031593876889606,0,0,0
55,1390651860810444801,1,0,1
56,1273505848870879232,1,0,1
57,1487220980988665856,1,0,0
58,1239139993353936896,1,0,1
59,1420776711298375692,0,0,0
60,1249947042803093504,0,0,0
61,1286637482218586112,0,0,0
62,1250090324929777665,0,0,0
63,1320460495510536192,0,0,0
64,1358374319508832257,0,0,0
65,1245314300413018113,1,0,1
66,1250810346597756933,0,0,0
67,1314464689607278592,0,0,1
68,1305062160444395521,0,0,0
69,1389319153736044544,0,0,0
70,1361647432908603392,0,0,0
71,1327241063938068480,0,0,0
72,1242098797557227521,0,0,0
73,1237868524648812549,0,0,0
74,1254326586104397824,1,0,0
75,1238371638128840704,1,1,1
76,1363880915856949248,0,0,1
77,1244298492618493954,1,0,1
78,1273099403260092416,0,0,1
79,1237751039270346753,1,0,1
80,1380159195165655049,0,0,0
81,1277039762189107200,0,0,0
82,1238633135488798720,0,0,1
83,1239255824582815745,0,0,1
84,1254435453723242497,1,0,1
85,1427710023531212801,0,0,1
86,1238137842460758016,1,0,1
87,1379751264817414146,0,0,0
88,1240017016020447238,0,0,0
89,1410337372231901187,0,1,1
90,1395705401685987331,0,0,1
91,1399662065116061697,1,0,0
92,1355681032343793666,1,0,0
93,1346574599962718208,0,0,0
94,1442642296487428100,0,0,0
95,1264605312109035521,0,0,0
