,Twitter_ID,label1,label2,label3
0,1026102919303553024,0,0,0
1,1092136914491187202,1,1,0
2,1176837722381660161,0,0,0
3,1167692977843712000,0,0,0
4,1157219911325933568,0,0,0
5,1156950475339644929,0,0,0
6,1203132219591671810,0,0,1
7,1095110232521334785,0,0,1
8,1211992658622767104,1,0,0
9,1140907118834438145,0,0,0
10,1207655190003892224,0,0,0
11,1090658170672943104,1,1,1
12,1121341278128607232,0,0,0
13,1135551757696884736,0,0,0
14,1108090076045684741,0,0,0
15,1140068517699391489,0,0,0
16,1175060720414707712,0,0,0
17,1150705923368734721,0,0,0
18,1052231904441892866,0,0,0
19,1179599247173459974,0,0,1
20,1181661065232474113,0,0,0
21,1082730977724637186,0,0,0
22,1102233002380128256,1,0,1
23,1104149499163930630,0,0,0
24,1187670326651564032,0,0,0
25,1190439643931717633,0,0,0
26,1158249341292883968,0,0,0
27,1177010137434918913,0,0,0
28,1113849123357306886,0,0,1
29,1205664455864078338,0,0,0
30,1076157473017511936,0,0,0
31,1132349611174027264,0,0,0
32,930837761426202624,1,1,0
33,1151776778169356288,0,0,0
34,1141725394065928193,0,0,0
35,1174946996420956160,1,0,1
36,1159343029200642048,0,0,0
37,1148568241012391936,0,0,0
38,1067783875139723266,0,1,1
39,1037064460899414017,0,0,0
40,1197119440447574017,0,0,0
41,1135445473492385792,1,0,0
42,1139432030301806592,1,0,0
43,1131681992548990983,0,0,0
44,1088146903555026945,0,0,0
45,1200132956628516864,0,0,0
46,1174849272405274625,0,0,0
47,1141576781859819520,0,0,0
48,1188811181080883201,0,0,0
49,1085678131329921025,1,1,0
50,1100407093918556165,0,0,0
51,1195659398938386432,0,0,0
52,1151045818088067072,0,0,0
53,1197592241260421120,0,0,0
54,1083435024375054338,1,0,1
55,1082059666685751296,0,0,0
56,1093451056607121408,0,0,0
57,1209156753197322241,0,0,0
58,961706215326801920,0,0,0
59,1116987836878794752,0,0,0
60,1078583543322664960,0,0,0
61,1192844014984290305,0,0,0
62,1194497021241184257,0,0,0
63,1209209323760390144,0,0,0
64,1128402671424000000,1,0,1
65,1103352843782770688,0,0,1
66,1167734110351237121,0,0,0
67,1019723520711036928,0,0,0
68,1149540155952230400,0,0,0
69,1184114077120880640,0,0,0
70,1208017494411055104,0,0,1
71,1187262454809726983,0,0,0
72,1083684701313945601,1,0,0
73,1166836279163543554,0,0,0
74,1195160955480612865,1,0,1
75,1080897627779063808,0,1,0
76,1121290685909483520,1,0,0
77,1075065959474434053,0,0,0
78,1124724948017172480,1,0,0
79,1191639925239812096,1,0,1
80,1199775843016421376,1,0,1
81,1126180134501912576,1,1,1
82,1204228518026137607,0,0,0
83,1160249002467553280,1,0,1
84,1147446932530290688,1,0,0
85,1092391376904511488,0,0,1
86,1091511864129933313,0,0,0
87,1209069686035492864,0,0,0
88,1134376499199565824,0,0,0
89,1085618742858518529,0,0,0
90,1100772989006741504,1,0,0
91,1158067583838556160,0,0,0
92,1103204365656051713,0,0,0
93,1138279376796045314,1,0,0
94,1170829065403686912,0,0,0
95,1189951337103941632,0,0,0
96,1198019067870773248,0,0,1
97,1187261257058963458,0,0,0
98,1052012871251570688,1,0,1
99,1205037143875211264,0,0,0
100,1138714666354597890,1,1,1
101,1091033440424783882,0,0,0
102,1206990834509451264,0,0,0
103,1201438708974702592,1,0,0
104,1132726099065151488,0,0,0
105,1169508950930337792,0,0,0
106,1144325294519705605,1,0,1
107,1143222594717585409,1,0,0
108,761982947998052352,0,0,0
109,1143810025309294593,0,0,0
110,1028027312841936896,0,0,0
111,1105641403365969920,1,0,0
112,1171735519040102401,1,0,1
113,1130307165909073922,0,0,0
114,1090647401365471239,0,0,0
115,1163477725002313734,0,0,0
116,1107917120468340736,1,0,1
117,1185217540697444352,1,0,0
118,1106174273876570114,1,0,0
119,960951763611373569,0,0,0
120,1173495383013634048,0,0,0
121,748249521663008769,0,0,0
122,1169043519333437440,0,0,0
123,1148520342903803904,1,0,1
124,1193982930319626240,0,0,0
125,1101070902069026817,0,0,0
126,1138101429082759169,0,0,0
127,1196792895023570945,0,0,0
128,1198365453934059521,0,0,0
129,1191999760107999234,0,0,1
130,1118590073698770946,0,0,0
131,1192037589290643457,0,0,0
132,1143626913870573568,0,0,0
133,1151930259232710656,0,0,0
134,1184907068433670144,0,0,0
135,1178911629934841856,0,0,0
136,1206854964129226752,0,0,0
137,1042628184402022400,0,0,0
138,1068185657036742656,0,0,1
139,1055095729750982656,1,0,0
140,1184046372552617984,0,0,0
141,1039393482475892738,0,0,0
142,1148526705948155904,1,0,0
143,1146957354501472256,1,1,1
144,1090896588892000256,1,1,1
145,1108488548599123970,0,0,0
146,1108730532274200576,0,0,0
147,1004211072251957248,0,0,0
148,1157592163695452161,0,0,0
149,1178717447672782851,0,0,0
150,1143175207189995521,0,0,1
151,1121650576700268544,1,0,0
152,1158502463986700293,0,0,0
153,1080928124781551616,0,0,0
154,1184766594125312000,0,0,0
155,1184516201352966145,0,0,0
156,1165376757370933248,0,0,0
157,1094785446276681728,0,0,0
158,1182673295956762626,0,0,0
159,1135084279203917824,0,0,0
160,1099376808351449088,1,0,0
161,1211404490672345089,1,0,0
162,1187907221750894592,0,0,0
