,Twitter_ID,label1,label2,label3
0,1245799641939087360,1,0,1
1,1240047033882312704,0,0,0
2,1345025606317199360,1,0,1
3,1238834393386491904,0,0,0
4,1237083789932859393,1,0,0
5,1235270400029925377,1,0,0
6,1334248766107475971,1,0,1
7,1241518290700324864,1,0,1
8,1338596180494864385,1,0,1
9,1278622925780742145,1,0,0
10,1357885926689693697,1,0,0
11,1239496996748177409,0,0,0
12,1320950127067078656,1,0,1
13,1241919471708749824,1,0,0
14,1238745890170552321,1,0,0
15,1263500658226929664,1,0,0
16,1237039516071923712,0,0,0
17,1347304902272442375,1,0,1
18,1267581429120028675,1,0,0
19,1238422940309479425,1,0,0
20,1249862128586153985,0,0,0
21,1265693693836746752,1,0,0
22,1242883360940326912,1,0,0
23,1244791536459616256,1,0,1
24,1278217275515064321,1,0,0
25,1237925140064681984,1,0,0
26,1325111161495441411,0,0,0
27,1383675431342149635,0,0,0
28,1238566116059832320,0,0,0
29,1290702681074524160,0,0,0
30,1287833316205494272,0,0,0
31,1321294566750932993,0,0,0
32,1233769443978809345,1,1,1
33,1234685310295916545,1,0,1
34,1276781437665120257,0,0,0
35,1275125226582540293,1,0,1
36,1242393214251872256,1,0,0
37,1237457837384704002,0,0,0
38,1420828472591724544,0,0,0
39,1336442294568882177,1,0,0
40,1358687710991380480,1,0,0
41,1241486107679903745,1,0,1
42,1238497517786091520,0,0,0
43,1271912315886026752,1,0,0
44,1242561841932439554,1,0,0
45,1436045075214176258,1,0,0
46,1238623226743402496,1,0,0
47,1422756426309459970,0,0,0
48,1238917257931169794,0,0,0
49,1252243064422268928,0,0,0
50,1441242892526252036,0,0,0
51,1326928088396165122,0,0,0
52,1238485942937231363,1,0,0
53,1236896056413237249,1,0,0
54,1238498158042320897,1,0,0
55,1250783769545539588,0,0,0
56,1374730855151759367,0,0,0
57,1262830262171418625,0,0,0
58,1307112868110888967,1,0,0
59,1242147015066173440,0,0,0
60,1370977716330184706,1,0,1
61,1329641669147422721,0,0,0
62,1242284168500981768,1,0,0
63,1240996664443355136,1,0,0
64,1298628842001760256,1,0,0
65,1309412340346097664,0,0,0
66,1383922513143422976,0,0,1
67,1403786574425333768,0,0,0
68,1235412931531046913,0,0,0
69,1306674513875267587,1,0,1
70,1262580047518396417,0,0,0
71,1240862738479546368,0,0,0
72,1348810501694889984,1,0,0
73,1472247713362157569,1,0,0
74,1235844760398467077,1,0,1
75,1238368951580659712,0,0,0
76,1236399727186448385,0,0,0
77,1250123853856149505,0,0,0
78,1405250553702125570,1,0,0
79,1242494741427544065,1,0,0
80,1238023637233360896,0,0,0
81,1246053049656922114,1,0,0
82,1338733555984297985,0,0,0
83,1245335107193303041,1,0,0
84,1245768748444848129,0,0,0
85,1236829043737202688,0,0,0
86,1228831803751878657,0,0,0
87,1234590217870479362,0,0,0
88,1361104086796558340,1,0,0
89,1236723559340351488,0,0,1
90,1254955598355070976,1,0,1
91,1239935861648535552,0,0,0
92,1356639075101532166,1,0,0
93,1301953151067717635,0,0,0
94,1300214017613598721,1,0,0
95,1235696106824179712,0,0,0
96,1240342877122605056,0,0,0
97,1441456274156109826,0,0,0
98,1321158967473692673,0,0,0
99,1236190018357481472,1,0,1
100,1279468413795151872,1,0,0
101,1287413933909975040,0,0,0
102,1340259258802139136,0,0,1
103,1343787731382661122,1,0,0
104,1481479113764397058,1,0,0
105,1294604108083716098,0,0,0
106,1243291160589873152,1,0,0
107,1240454023364218880,0,0,0
108,1238641904838946816,0,0,0
109,1238566553395879937,0,0,0
110,1362855101157830663,1,0,0
111,1391815315676299264,1,0,1
112,1238524063313809411,0,0,0
113,1274093858339663872,1,0,0
114,1307206461575950336,0,0,0
115,1238119927782846464,1,0,0
116,1239363239256952832,1,0,1
117,1247495277126262785,0,0,0
118,1360871398776864769,0,0,1
119,1238522808172503042,1,0,0
120,1233365204240650242,0,0,0
121,1275133156824358914,1,0,0
122,1238110133592432640,0,0,1
123,1236305779373649921,0,0,0
124,1275125493033992194,1,0,1
125,1329567762604240899,1,0,0
126,1297939085693247488,0,0,0
127,1247008104585342977,1,0,1
128,1240361781626888205,1,0,1
129,1251266383066935296,1,0,0
130,1333936209085689861,1,0,0
131,1340314362624524291,0,0,0
132,1329743159329374210,0,0,0
133,1463575248452915203,0,0,0
134,1246136485033713675,0,0,0
135,1238211952016379904,0,0,0
136,1339711446003965952,1,0,0
137,1238787495942381569,0,0,1
138,1239547372604198917,0,0,0
139,1400918744105377792,1,0,1
140,1293426260249468928,1,0,0
141,1436379141406969879,0,0,0
142,1238423436449525761,1,0,0
143,1253810873619095560,0,0,0
144,1269999003141357569,1,0,0
145,1264188194758656002,0,0,0
146,1240865039151595520,0,0,0
147,1234898307044040705,1,0,1
148,1355332890557603842,1,0,0
149,1242868800573394946,1,0,0
150,1239885823979540482,1,0,0
151,1369479370356760578,1,0,0
152,1237408014342049797,1,0,0
153,1235703712116543488,0,0,0
154,1386157115471978498,0,0,0
155,1246502628437221376,0,0,0
156,1235290783500169217,0,0,0
157,1238983253740183552,0,0,0
158,1238294158193786881,0,0,0
159,1329478670017208320,0,0,0
160,1234936030903574532,0,0,1
161,1482355180188442626,1,0,0
162,1404804155160633351,0,0,0
163,1242163721763504128,1,0,0
164,1240611677932064768,0,0,0
165,1234938870262894597,1,0,0
166,1237756282427150336,0,0,0
167,1237034708409688064,0,0,0
168,1237558621661061126,1,0,0
169,1329863048526520326,1,0,1
170,1238201441166262273,1,0,1
171,1341761271440392192,0,0,0
172,1239201394546139137,0,0,1
173,1238146380205625348,0,0,0
174,1238901092982939648,0,0,0
175,1277683675115724801,0,0,0
176,1446635543241105414,1,0,0
177,1237174517878992900,0,0,0
178,1246833316944326659,0,0,0
179,1282533864867377152,0,0,0
180,1252730035917766657,0,0,0
181,1365498696599805953,1,0,1
182,1246615443114274816,1,0,0
183,1329497245817982978,0,0,0
184,1268199502965547014,1,0,0
185,1242240044640825344,0,0,0
186,1273357046579179530,1,0,0
187,1241416758206050308,0,0,0
188,1234776801391415296,0,0,0
189,1242504373445541891,1,0,0
190,1250762181903364097,0,0,0
191,1244500248954916865,0,0,0
192,1239876449353555968,1,0,0
193,1394105934490652672,0,0,0
194,1280682734252437504,0,0,0
195,1251325008955260928,1,0,1
196,1236483557020721152,0,0,0
197,1262454444119261189,1,0,1
198,1251006389130059776,1,0,0
199,1234552275529601025,0,0,0
200,1236665736518606850,0,0,0
201,1241805764274073601,0,0,0
202,1241248317759033344,1,0,1
203,1391568141466152962,0,0,0
204,1323060043412111360,1,0,0
205,1374253893681606656,1,0,0
206,1240497964268662786,1,0,0
207,1458538663428587521,0,0,0
208,1241758302771589120,1,0,1
209,1238310256062738433,0,0,0
210,1238156223985434624,0,0,0
211,1432691843163111433,1,0,0
212,1321773101483524096,0,1,0
213,1311217266944552960,0,0,0
214,1466567449814331392,1,0,1
215,1297247464987254787,0,0,0
216,1238959776207376385,0,0,0
217,1464597838575329291,1,0,1
218,1273833186099773442,0,0,0
219,1398347087478071296,0,0,0
220,1247326062238990336,0,0,0
221,1236523429584502790,0,0,0
222,1246432526844887041,0,0,0
223,1249697732815699969,0,0,0
224,1242468949582729218,0,0,0
225,1238209119011684354,1,0,0
226,1281987234246397952,0,0,0
227,1421288617528410115,0,0,0
228,1235645771652960256,0,0,0
229,1251394241517039618,1,0,0
230,1238049139042082816,0,0,0
231,1383630614985732098,0,0,0
232,1291112621807214593,0,0,0
233,1246310783019089920,0,0,0
234,1259201330964545536,0,0,0
235,1262636995395956736,0,0,0
236,1237027707084513281,0,0,0
